keep,B_10_MIN_BLOCK,B_AGE_CODE,B_REGION,B_BAND_SIZE_CODE,B_BAND_STATUS_CODE,B_BAND_TYPE_CODE,B_BIRD_STATUS,B_COMMENTS,B_COORD_PRECISION,B_COUNTRY_CODE,B_DIRECTION_CODE,B_EXTRA_INFO_CODE,B_FLYWAY_CODE,B_HOW_AGED_CODE,B_HOW_CAPTURED,B_HOW_SEXED_CODE,B_LAT_10_MIN_BLK,B_LAT_DECIMAL_DEGREES,B_LOCATION_DESCRIPTION,B_LOCATION_ID,B_LON_10_MIN_BLK,B_LON_DECIMAL_DEGREES,B_MARKER_LONG_DESC,B_PERMIT_NUM,B_SEX_CODE,B_SPECIES_ID,B_SPECIES_NAME,B_STATE_CODE,BAND_NUM,BANDING_DATE,BANDING_DAY,BANDING_MONTH,BANDING_YEAR,BEARING,DISTANCE,E_10_MIN_BLOCK,E_REGION,E_CAPTURE_TIME,E_COMMENTS,E_COORD_PRECISION,E_COUNTRY_CODE,E_COUNTY_CODE,E_CREATE_DATE,E_CREATE_MONTH,E_CREATE_YEAR,E_DIRECTION_CODE,E_ERROR_CLEARED_DATE,E_FLYWAY_CODE,E_HOW_CAPTURED,E_HOW_OBTAINED_CODE,E_LAT_10_MIN_BLK,E_LAT_DECIMAL_DEGREES,E_LOCATION_DESCRIPTION,E_LOCATION_ID,E_LON_10_MIN_BLK,E_LON_DECIMAL_DEGREES,E_MARKER_LONG_DESC,E_PLACE_NAME,E_PRESENT_CONDITION_CODE,E_SPECIES_ID,E_SPECIES_NAME,E_STATE_CODE,ENC_PERMIT,ENCOUNTER_DATE,ENCOUNTER_DAY,ENCOUNTER_MONTH,ENCOUNTER_YEAR,ENC_ERROR,HSS,MIN_AGE_AT_ENC,ORIGINAL_BAND,OTHER_BANDS,REPORTING_METHOD,SAME_10_MIN_BLOCK
,3850751,6,21,2,0,50,3,Applied ISC 23332_201409111302B; M,1,US,0,25,1,1,,,385,38.94167,"Slaughter Beach(Beaches in Mispillion Harbor, 4 km N of Slaughter Beach), Kent County Delaware, United States (Bandit ID: MISPILL)",293053,751,-75.30833,LEG FLAG: L3A BLACK ON LIGHT GREEN;,23332,0,2341,Rufa Red Knot,10,117271152,5/15/2009,15,5,2009,,0,3850751,21,13:15:00,,1,US,1,7/6/2017,7,2017,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,at capture: LEG FLAG: L3A BLACK ON LIGHT GREEN;at release: LEG FLAG: L3A BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/16/2017,16,5,2017,Species Mismatch; Bird Status VS Provisions; ,8,9.92,117271152,,14,Y
,3900745,6,59,2,0,82,3,,10,US,0,19,1,,,,390,39.08333,"GOSHEN, Cape May County New Jersey, United States",58810,745,-74.91667,LEG FLAG: L93 BLACK ON LIGHT GREEN;,22803,0,2341,Rufa Red Knot,34,133227703,5/22/2012,22,5,2012,WSW,23.2,3850751,21,13:15:00,,1,US,1,7/6/2017,7,2017,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,LEG FLAG: L93 BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/16/2017,16,5,2017,Species Mismatch; Bird Status VS Provisions; ,5,6.92,133227703,,14,N
,3850751,6,21,2A,0,82,3,M,1,US,0,69,1,1,,,385,38.94167,"Slaughter Beach(Mispillion Harbor - Osprey Beach), Sussex County Delaware, United States (Bandit ID: MISP_OSP)",297905,751,-75.30833,LEG FLAG: E29 BLACK ON LIGHT GREEN;,23332,0,2341,Rufa Red Knot,10,132218581,5/18/2014,18,5,2014,,0,3850751,21,13:15:00,,1,US,1,7/6/2017,7,2017,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,at capture: LEG FLAG: E29 BLACK ON LIGHT GREEN;at release: LEG FLAG: E29 BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/16/2017,16,5,2017,Species Mismatch; ,3,4.92,132218581,,14,Y
,3900745,6,59,2,0,82,3,,10,US,0,69,1,PL,,,390,39.08333,"4.3 mi W from Cape May Court House(Pierces Point Beach), Cape May County New Jersey, United States (Bandit ID: PIERCEPO)",294081,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: KNM WHITE ON DARK GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133269262,5/22/2016,22,5,2016,WSW,23.2,3850751,21,13:15:00,,1,US,1,7/6/2017,7,2017,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,at capture: LEG FLAG: KNM WHITE ON DARK GREEN;at release: LEG FLAG: KNM WHITE ON DARK GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/16/2017,16,5,2017,Species Mismatch; ,1,2.92,133269262,,14,N
,3850751,6,21,2,0,1,3,,10,US,0,1,1,,,,385,38.91667,"SLAUGHTER BEACH, Delaware, United States",33520,751,-75.25,,6961,0,2341,Rufa Red Knot,10,119211344,5/27/2001,27,5,2001,WNW,3.6,3850751,21,13:30:00,,1,US,5,7/6/2017,7,2017,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Osprey Beach,297905,751,-75.30833,LEG FLAG: 5T7 BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/12/2017,12,5,2017,"Species Mismatch; Too Old, See Biologist; Bird Status VS Provisions; ",16,17.92,119211344,,14,Y
,3850751,6,21,2,0,53,3,Mod. per 23332_201409171017B;,1,US,0,69,1,1,,,385,38.94167,"Slaughter Beach(Beaches in Mispillion Harbor, 4 km N of Slaughter Beach), Kent County Delaware, United States (Bandit ID: MISPILL)",293053,751,-75.30833,LEG FLAG: P5T BLACK ON LIGHT GREEN;,23332,0,2341,Rufa Red Knot,10,128210813,5/19/2009,19,5,2009,,0,3850751,21,13:30:00,,1,US,5,7/6/2017,7,2017,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Osprey Beach,297905,751,-75.30833,at capture: LEG FLAG: P5T BLACK ON LIGHT GREEN;at release: LEG FLAG: P5T BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/12/2017,12,5,2017,Species Mismatch; ,8,9.92,128210813,,14,Y
,3230801,6,80,2,0,54,3,,0,US,0,25,1,PL,,,323,32.53611,"1 mi W from Seabrook Island(Deveaux Bank Seabird Sanctuary), Charleston County South Carolina, United States (Bandit ID: DEVEAUX)",305082,801,-80.18861,"LEG FLAG, RIGHT LEG ABOVE THE JOINT: PMT WHITE ON DARK GREEN, STYLE - 3VLR; RADIO TRANSMITTER (GLUE TO SKIN OR FEATHERS);",6658,0,2341,Rufa Red Knot,45,126202162,5/6/2019,6,5,2019,,0,3230801,80,0:00:00,,0,US,19,8/23/2019,8,2019,0,,1,Cannon net,10,323,32.53611,Deveaux Bank Seabird Sanctuary,305082,801,-80.18861,"LEG FLAG, RIGHT LEG ABOVE THE JOINT: PMT WHITE ON DARK GREEN, STYLE - 3VLR; RADIO TRANSMITTER (GLUE TO SKIN OR FEATHERS);",Seabrook Island,3,2341,Rufa Red Knot,45,6658,5/7/2019,7,5,2019,Record with remarks; Previous Terminal Enc; ,0,1.92,126202162,,14,Y
,3230801,6,80,2,0,54,3,,0,US,0,25,1,PL,,,323,32.53611,"1 mi W from Seabrook Island(Deveaux Bank Seabird Sanctuary), Charleston County South Carolina, United States (Bandit ID: DEVEAUX)",305082,801,-80.18861,"LEG FLAG, RIGHT LEG ABOVE THE JOINT: PMT WHITE ON DARK GREEN, STYLE - 3VLR; RADIO TRANSMITTER (GLUE TO SKIN OR FEATHERS);",6658,0,2341,Rufa Red Knot,45,126202162,5/6/2019,6,5,2019,,0,3230801,80,0:00:00,,0,US,19,8/23/2019,8,2019,0,,1,Cannon net,10,323,32.53611,Deveaux Bank Seabird Sanctuary,305082,801,-80.18861,,Seabrook Island,3,2341,Rufa Red Knot,45,6658,5/6/2019,6,5,2019,Invalid Bird Status; Record with remarks; Multi-chain discrepancy; Previous Terminal Enc; Same Day Recapture; ,0,1.92,126202162,,14,Y
,3900745,6,59,2,0,82,3,,0,US,0,69,1,PL,Cannon,NA,390,39.1075,".7 mi S from Reeds Beach(Cooks Beach - south), Cape May County New Jersey, United States (Bandit ID: COOKSSOU)",319135,745,-74.89417,LEG FLAG: 7=L WHITE ON LIGHT GREEN;,22803,0,2341,Rufa Red Knot,34,133273616,5/21/2018,21,5,2018,SW,541.7,3230801,80,0:00:00,,0,US,19,1/22/2020,1,2020,0,1/22/2020,1,Cannon net,66,323,32.53611,Deveaux Bank Seabird Sanctuary,305082,801,-80.18861,"at capture: LEG FLAG, RIGHT LEG ABOVE THE JOINT: 7=L BLACK ON LIGHT GREEN, STYLE - 3VLR;at release: LEG FLAG, RIGHT LEG ABOVE THE JOINT: 7=L BLACK ON LIGHT GREEN, STYLE - 3VLR; RADIO TRANSMITTER (GLUE TO SKIN OR FEATHERS);",Seabrook Island,7,2341,Rufa Red Knot,45,6658,5/6/2019,6,5,2019,,1,2.92,133273616,,14,N
,3230800,5,80,2,0,54,3,,0,US,0,69,1,PL,,,323,32.5725,"1 mi E from Seabrook Island(Seabrook Island), Charleston County South Carolina, United States (Bandit ID: SEABRK)",310132,800,-80.15111,"LEG FLAG, RIGHT LEG ABOVE THE JOINT: PJH WHITE ON DARK GREEN, STYLE - 3VLR;",6658,0,2341,Rufa Red Knot,45,126204995,4/29/2017,29,4,2017,SW,3.3,3230801,80,0:00:00,,0,US,19,1/22/2020,1,2020,0,1/22/2020,1,Cannon net,66,323,32.53611,Deveaux Bank Seabird Sanctuary,305082,801,-80.18861,"at capture: LEG FLAG, RIGHT LEG ABOVE THE JOINT: PJH WHITE ON DARK GREEN, STYLE - 3VLR;at release: LEG FLAG, RIGHT LEG ABOVE THE JOINT: PJH WHITE ON DARK GREEN, STYLE - 3VLR; RADIO TRANSMITTER (GLUE TO SKIN OR FEATHERS);",Seabrook Island,7,2341,Rufa Red Knot,45,6658,5/6/2019,6,5,2019,,2,2.92,126204995,,14,N
,3900745,6,59,2,0,82,3,,10,US,0,0,1,,,,390,39.08333,"Middle Township(Reeds Beach - South), Cape May County New Jersey, United States (Bandit ID: REEDSSOU)",264825,745,-74.91667,,22803,0,2341,Rufa Red Knot,34,133254357,5/27/2014,27,5,2014,,0,3900745,59,0:00:00,,10,US,9,6/7/2017,6,2017,0,6/7/2017,1,,66,390,39.08333,Reeds Beach - South end,307533,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: 3=P BLACK ON LIGHT GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",Cape May Court House,7,2341,Rufa Red Knot,34,22803,5/27/2017,27,5,2017,,3,4.92,133254357,,14,Y
,3900745,6,59,2A,0,82,3,,10,US,0,69,1,,,,390,39.08333,"GOSHEN, Cape May County New Jersey, United States",58810,745,-74.91667,LEG FLAG: J2N BLACK ON LIGHT GREEN;,22803,0,2341,Rufa Red Knot,34,132225358,5/28/2010,28,5,2010,,0,3900745,59,0:00:00,,10,US,9,6/7/2017,6,2017,0,6/7/2017,1,,66,390,39.08333,Reeds Beach - South end,307533,745,-74.91667,"at capture: LEG FLAG, LEFT LEG ABOVE THE JOINT: J2N BLACK ON LIGHT GREEN, STYLE - 3VLR; DATA LOGGER/GEOLOCATOR (LEG ATTACHMENT), RIGHT SIDE OF THE BIRD ABOVE THE JOINT; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;at release: LEG FLAG, LEFT LEG ABOVE THE JOINT: =AC BLACK ON LIGHT GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT; RADIO TRANSMITTER (GLUE TO SKIN OR FEATHERS);",Cape May Court House,7,2341,Rufa Red Knot,34,22803,5/12/2017,12,5,2017,,7,8.92,132225358,,14,Y
,3850751,6,21,2,0,53,3,Applied ISC 23332_201409111302B; M,1,US,0,0,1,1,,,385,38.94167,"Slaughter Beach(Beaches in Mispillion Harbor, 4 km N of Slaughter Beach), Kent County Delaware, United States (Bandit ID: MISPILL)",293053,751,-75.30833,,23332,0,2341,Rufa Red Knot,10,128210679,5/19/2009,19,5,2009,ENE,23.2,3900745,59,0:00:00,,10,US,9,6/7/2017,6,2017,0,6/7/2017,1,,66,390,39.08333,Reeds Beach - South end,307533,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: 7=X BLACK ON LIGHT GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",Cape May Court House,7,2341,Rufa Red Knot,34,22803,5/27/2017,27,5,2017,,8,9.92,128210679,,14,N
,3900745,6,59,2,0,53,3,bled+engraved flag/streamers per bander email 10/16/08,1,US,0,19,1,,,,390,39.125,"Reeds Beach. 4mi of Cape May Courthouse, Cape May County New Jersey, United States",63176,745,-74.89167,MISC.;,22803,0,2341,Rufa Red Knot,34,128201334,5/18/2008,18,5,2008,SSW,3.2,3900745,59,0:00:00,,10,US,9,6/7/2017,6,2017,0,6/9/2017,1,,66,390,39.08333,Reeds Beach - South end,307533,745,-74.91667,"at capture: LEG FLAG, LEFT LEG ABOVE THE JOINT: V3J BLACK ON LIGHT GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;at release: LEG FLAG, LEFT LEG ABOVE THE JOINT: =UH BLACK ON LIGHT GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",Cape May Court House,7,2341,Rufa Red Knot,34,22803,5/12/2017,12,5,2017,,9,10.92,128201334,,14,Y
,3910751,6,59,2,0,53,3,,1,US,0,25,1,,,,391,39.275,"Gandys Beach- SW of Newport, Cumberland County New Jersey, United States",63180,751,-75.24167,MISC.;,22803,0,2341,Rufa Red Knot,34,128200281,6/3/2007,3,6,2007,SE,21.9,3900745,59,0:00:00,,10,US,9,6/7/2017,6,2017,0,,1,,66,390,39.08333,Reeds Beach - South end,307533,745,-74.91667,"at capture: LEG FLAG, LEFT LEG ABOVE THE JOINT: UA9 BLACK ON LIGHT GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;at release: LEG FLAG, LEFT LEG ABOVE THE JOINT: =NH BLACK ON LIGHT GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",Cape May Court House,7,2341,Rufa Red Knot,34,22803,5/12/2017,12,5,2017,"Too Old, See Biologist; ",10,11.92,128200281,,14,N
,3910751,6,59,2,0,53,3,,1,US,0,25,1,,,,391,39.275,"Gandys Beach- SW of Newport, Cumberland County New Jersey, United States",63180,751,-75.24167,MISC.;,22803,0,2341,Rufa Red Knot,34,128200247,6/3/2007,3,6,2007,SE,21.9,3900745,59,0:00:00,,10,US,9,6/7/2017,6,2017,0,,1,,66,390,39.08333,Reeds Beach - South end,307533,745,-74.91667,"at capture: LEG FLAG, LEFT LEG ABOVE THE JOINT: KK8 BLACK ON LIGHT GREEN, STYLE - 3VLR; FEDERAL METAL BAND, LEFT LEG BELOW THE JOINT;at release: LEG FLAG, LEFT LEG ABOVE THE JOINT: =TL BLACK ON LIGHT GREEN, STYLE - 3VLR; FEDERAL METAL BAND, LEFT LEG BELOW THE JOINT;",Cape May Court House,7,2341,Rufa Red Knot,34,22803,5/12/2017,12,5,2017,"Too Old, See Biologist; ",10,11.92,128200247,,14,N
,3900745,6,59,2,0,50,3,,10,US,0,1,1,,,,390,39.08333,"GOSHEN, Cape May County New Jersey, United States",58810,745,-74.91667,,22803,0,2341,Rufa Red Knot,34,117276183,6/3/2005,3,6,2005,,0,3900745,59,0:00:00,,10,US,9,6/7/2017,6,2017,0,,1,,66,390,39.08333,Reeds Beach - South end,307533,745,-74.91667,"at capture: LEG FLAG, LEFT LEG ABOVE THE JOINT: TAT BLACK ON LIGHT GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;at release: LEG FLAG, LEFT LEG ABOVE THE JOINT: =JE BLACK ON LIGHT GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",Cape May Court House,7,2341,Rufa Red Knot,34,22803,5/12/2017,12,5,2017,"Too Old, See Biologist; ",12,13.92,117276183,,14,Y
,3910751,6,59,2,0,50,3,,10,US,0,1,1,,,,391,39.25,"BEN DAVIS PT, Cumberland County New Jersey, United States",8867,751,-75.25,,22803,0,2341,Rufa Red Knot,34,117269703,5/18/2004,18,5,2004,ESE,21.2,3900745,59,0:00:00,,10,US,9,6/7/2017,6,2017,0,,1,,66,390,39.08333,Reeds Beach - South end,307533,745,-74.91667,"at capture: LEG FLAG, LEFT LEG ABOVE THE JOINT: MPE BLACK ON LIGHT GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;at release: LEG FLAG, LEFT LEG ABOVE THE JOINT: =AU BLACK ON LIGHT GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT; RADIO TRANSMITTER (GLUE TO SKIN OR FEATHERS);",Cape May Court House,7,2341,Rufa Red Knot,34,22803,5/12/2017,12,5,2017,"Too Old, See Biologist; ",13,14.92,117269703,,14,N
,3230795,6,80,2,0,54,3,,0,US,0,69,1,1,,,323,32.64611,"3 mi E from Folly Beach(Bird Key Stono Seabird Sanctuary), Charleston County South Carolina, United States (Bandit ID: BIRD KY)",283081,795,-79.97028,LEG FLAG: 696 BLACK ON LIGHT GREEN;,6658,0,2341,Rufa Red Knot,45,126204793,4/21/2015,21,4,2015,WSW,11.7,3230800,80,11:30:00,,0,US,19,11/16/2018,11,2018,0,,1,Cannon net,66,323,32.5725,Seabrook Island,310132,800,-80.15111,"at capture: LEG FLAG, LEFT LEG ABOVE THE JOINT: 696 BLACK ON LIGHT GREEN, STYLE - 3VLR;at release: LEG FLAG, LEFT LEG ABOVE THE JOINT: 696 BLACK ON LIGHT GREEN, STYLE - 3VLR;",Seabrook Island,7,2341,Rufa Red Knot,45,6658,4/29/2017,29,4,2017,Enc Age VS Banding Age; ,2,3.83,126204793,,14,N
,3230795,6,80,2,0,54,3,,0,US,0,69,1,1,,,323,32.64611,"3 mi E from Folly Beach(Bird Key Stono Seabird Sanctuary), Charleston County South Carolina, United States (Bandit ID: BIRD KY)",283081,795,-79.97028,LEG FLAG: 689 BLACK ON LIGHT GREEN;,6658,0,2341,Rufa Red Knot,45,126204782,4/21/2015,21,4,2015,WSW,11.7,3230800,80,11:30:00,,0,US,19,11/16/2018,11,2018,0,,1,Cannon net,66,323,32.5725,Seabrook Island,310132,800,-80.15111,"at capture: LEG FLAG, LEFT LEG ABOVE THE JOINT: 689 BLACK ON LIGHT GREEN, STYLE - 3VLR;at release: LEG FLAG, LEFT LEG ABOVE THE JOINT: 689 BLACK ON LIGHT GREEN, STYLE - 3VLR;",Seabrook Island,7,2341,Rufa Red Knot,45,6658,4/29/2017,29,4,2017,Enc Age VS Banding Age; ,2,3.83,126204782,,14,N
,3230800,6,80,2,0,54,3,,0,US,0,69,1,1,,,323,32.57639,"Kiawah(Kiawah West), Charleston County South Carolina, United States (Bandit ID: KIAWAH)",262340,800,-80.14833,LEG FLAG: 4E8 BLACK ON LIGHT GREEN;,6658,0,2341,Rufa Red Knot,45,126204747,4/1/2014,1,4,2014,SSW,0.3,3230800,80,11:30:00,,0,US,19,11/16/2018,11,2018,0,,1,Cannon net,66,323,32.5725,Seabrook Island,310132,800,-80.15111,"at capture: LEG FLAG, LEFT LEG ABOVE THE JOINT: 4E8 BLACK ON LIGHT GREEN, STYLE - 3VLR;at release: LEG FLAG, LEFT LEG ABOVE THE JOINT: 4E8 BLACK ON LIGHT GREEN, STYLE - 3VLR;",Seabrook Island,7,2341,Rufa Red Knot,45,6658,4/30/2017,30,4,2017,Enc Age VS Banding Age; ,3,4.83,126204747,,14,Y
,3300792,1,80,2,0,54,3,Applied ISC 06658_201811161004BB v4; Record changed per banding location table update.,0,US,0,25,1,PL,,,330,33.08822,"8 mi E from McClellanville(Cape Romain NWR), Charleston County South Carolina, United States (Bandit ID: CAPEROM)",322650,792,-79.36528,"LEG FLAG, LEFT LEG ABOVE THE JOINT: 9CV BLACK ON LIGHT GREEN, STYLE - 3VLR; DATA LOGGER/GEOLOCATOR (LEG ATTACHMENT), RIGHT SIDE OF THE BIRD ABOVE THE JOINT;",6658,0,2341,Rufa Red Knot,45,126204606,10/16/2015,16,10,2015,SW,57.9,3230800,80,11:30:00,,0,US,19,11/16/2018,11,2018,0,11/29/2018,1,Cannon net,66,323,32.5725,Seabrook Island,310132,800,-80.15111,"at capture: DATA LOGGER/GEOLOCATOR (LEG ATTACHMENT); LEG FLAG, LEFT LEG ABOVE THE JOINT: 9CV BLACK ON LIGHT GREEN, STYLE - 3VLR;at release: LEG FLAG, LEFT LEG ABOVE THE JOINT: 9CV BLACK ON LIGHT GREEN, STYLE - 3VLR;",Seabrook Island,7,2341,Rufa Red Knot,45,6658,4/29/2017,29,4,2017,,2,2.83,126204606,,14,N
,3900744,1,59,2,0,50,3,,10,US,0,25,1,,,,390,39.08333,"STONE HARBOR, New Jersey, United States",30324,744,-74.75,"LEG FLAG, LEFT LEG: BLACK ON LIME; COLOR LEG BAND, RIGHT LEG: YELLOW; FEDERAL METAL BAND, RIGHT LEG;",22803,0,2341,Rufa Red Knot,34,117276507,11/11/2005,11,11,2005,SW,541.5,3230800,80,11:30:00,,0,US,19,11/16/2018,11,2018,0,,1,Cannon net,66,323,32.5725,Seabrook Island,310132,800,-80.15111,"at capture: LEG FLAG, LEFT LEG ABOVE THE JOINT: TNH BLACK ON LIGHT GREEN, STYLE - 3VLR; COLOR LEG BAND, RIGHT LEG ABOVE THE JOINT: YELLOW;at release: LEG FLAG, LEFT LEG ABOVE THE JOINT: PMM WHITE ON DARK GREEN, STYLE - 3VLR; COLOR LEG BAND, RIGHT LEG ABOVE THE JOINT: YELLOW;",Seabrook Island,7,2341,Rufa Red Knot,45,6658,4/30/2017,30,4,2017,"Enc Age VS Banding Age; Too Old, See Biologist; ",12,12.83,117276507,,14,N
,5340674,1,5,3,0,51,3,Species modified per data conversion of 03/06/2015,10,AR,2,69,8,,,,534,-53.75,"Nr Rio Grande, Argentina",232912,674,-67.75,LEG FLAG: U3Y BLACK ON ORANGE;,10363,0,2341,Rufa Red Knot,0,131397026,12/6/2010,6,12,2010,N,6006.4,3230800,80,11:30:00,,0,US,19,1/22/2020,1,2020,0,,1,Cannon net,66,323,32.5725,Seabrook Island,310132,800,-80.15111,"at capture: LEG FLAG, LEFT LEG ABOVE THE JOINT: U3Y BLACK ON ORANGE, STYLE - 3VLR;at release: GLUED TEMPORARY MARKER: WHITE; LEG FLAG, LEFT LEG ABOVE THE JOINT: U3Y BLACK ON ORANGE, STYLE - 3VLR;",Seabrook Island,7,2340,Red Knot,45,6658,4/29/2017,29,4,2017,Enc Age VS Banding Age; Species Mismatch; Unusual Migration; Bird Status VS Provisions; ,7,7.83,131397026,,14,N
,3920742,6,59,2,0,82,3,Status modified per bander email --MR,1,US,0,25,1,,,,392,39.425,"Brigantine(North Brigantine Natural Area), Atlantic County New Jersey, United States (Bandit ID: NBRIG)",300828,742,-74.34167,LEG FLAG: MYJ WHITE ON DARK GREEN; RADIO TRANSMITTER (GLUE TO SKIN OR FEATHERS);,22803,0,2341,Rufa Red Knot,34,133269357,8/17/2016,17,8,2016,SW,573.4,3230800,80,11:30:00,,0,US,19,9/25/2017,9,2017,0,,1,Cannon net,66,323,32.5725,Seabrook Island,310132,800,-80.15111,"at capture: LEG FLAG, LEFT LEG ABOVE THE JOINT: MYJ BLACK ON DARK GREEN, STYLE - 3VLR;at release: LEG FLAG, LEFT LEG ABOVE THE JOINT: MYJ BLACK ON DARK GREEN, STYLE - 3VLR;",Seabrook Island,7,2341,Rufa Red Knot,45,6658,4/29/2017,29,4,2017,Enc Age VS Banding Age; ,1,2.83,133269357,,14,N
,3910751,6,59,2,0,82,3,,10,US,0,19,1,,,,391,39.25,"5 mi S from Newport(Raybins Beach at Fortescue), Cumberland County New Jersey, United States (Bandit ID: FORTESCU)",283893,751,-75.25,LEG FLAG: CTK WHITE ON DARK GREEN;,22803,0,2341,Rufa Red Knot,34,133254917,5/14/2015,14,5,2015,SSW,536.2,3230800,80,11:30:00,,0,US,19,9/25/2017,9,2017,0,,1,Cannon net,66,323,32.5725,Seabrook Island,310132,800,-80.15111,"at capture: LEG FLAG, LEFT LEG ABOVE THE JOINT: CTK BLACK ON DARK GREEN, STYLE - 3VLR;at release: LEG FLAG, LEFT LEG ABOVE THE JOINT: CTK BLACK ON DARK GREEN, STYLE - 3VLR;",Seabrook Island,7,2341,Rufa Red Knot,45,6658,4/29/2017,29,4,2017,Enc Age VS Banding Age; ,2,3.83,133254917,,14,N
,3220802,1,80,2,0,82,3,,0,US,0,69,1,,,,322,32.39861,"13 E Beaufort, Beaufort County South Carolina, United States",207783,802,-80.42972,LEG FLAG: 3C5 BLACK ON LIGHT GREEN;,23619,0,2341,Rufa Red Knot,45,133226294,10/18/2011,18,10,2011,NE,20.2,3230800,80,11:30:00,,0,US,19,9/25/2017,9,2017,0,,1,Cannon net,66,323,32.5725,Seabrook Island,310132,800,-80.15111,"at capture: LEG FLAG, LEFT LEG ABOVE THE JOINT: 3C5 BLACK ON LIGHT GREEN, STYLE - 3VLR;at release: LEG FLAG, LEFT LEG ABOVE THE JOINT: 3C5 BLACK ON LIGHT GREEN, STYLE - 3VLR;",Seabrook Island,7,2341,Rufa Red Knot,45,6658,4/29/2017,29,4,2017,Enc Age VS Banding Age; ,6,6.83,133226294,,14,N
,2730824,1,25,2,0,54,3,,1,US,0,69,1,,,,273,27.525,"Anna Maria Island, Manatee County Florida, United States",71642,824,-82.725,LEG FLAG: C8C BLACK ON LIGHT GREEN;,21980,0,2341,Rufa Red Knot,12,126204126,2/28/2009,28,2,2009,NNE,380.9,3230800,80,11:30:00,,0,US,19,9/25/2017,9,2017,0,,1,Cannon net,66,323,32.5725,Seabrook Island,310132,800,-80.15111,"at capture: LEG FLAG, LEFT LEG ABOVE THE JOINT: C8C BLACK ON LIGHT GREEN, STYLE - 3VLR;at release: GLUED TEMPORARY MARKER: WHITE; LEG FLAG, LEFT LEG ABOVE THE JOINT: PKN BLACK ON DARK GREEN, STYLE - 3VLR;",Seabrook Island,7,2341,Rufa Red Knot,45,6658,4/30/2017,30,4,2017,Enc Age VS Banding Age; ,8,8.83,126204126,,14,N
,3230801,6,80,2,0,54,3,"color of code corrected per bander email 9/9/13, MR",1,US,0,69,1,,,,323,32.54167,"Deveaux Bank, 1 S Seabrook Island, Charleston County South Carolina, United States",229374,801,-80.175,LEG FLAG: 1E8 BLACK ON LIME;,6658,0,2341,Rufa Red Knot,45,126202083,4/12/2012,12,4,2012,NNE,2.5,3230800,80,11:30:00,,0,US,19,9/25/2017,9,2017,0,,1,Cannon net,66,323,32.5725,Seabrook Island,310132,800,-80.15111,"at capture: LEG FLAG, LEFT LEG ABOVE THE JOINT: 1E8 BLACK ON LIGHT GREEN, STYLE - 3VLR;at release: LEG FLAG, LEFT LEG ABOVE THE JOINT: 1E8 BLACK ON LIGHT GREEN, STYLE - 3VLR;",Seabrook Island,7,2341,Rufa Red Knot,45,6658,4/30/2017,30,4,2017,Enc Age VS Banding Age; ,5,6.83,126202083,,14,N
