keep,B_10_MIN_BLOCK,B_AGE_CODE,B_REGION,B_BAND_SIZE_CODE,B_BAND_STATUS_CODE,B_BAND_TYPE_CODE,B_BIRD_STATUS,B_COMMENTS,B_COORD_PRECISION,B_COUNTRY_CODE,B_DIRECTION_CODE,B_EXTRA_INFO_CODE,B_FLYWAY_CODE,B_HOW_AGED_CODE,B_HOW_CAPTURED,B_HOW_SEXED_CODE,B_LAT_10_MIN_BLK,B_LAT_DECIMAL_DEGREES,B_LOCATION_DESCRIPTION,B_LOCATION_ID,B_LON_10_MIN_BLK,B_LON_DECIMAL_DEGREES,B_MARKER_LONG_DESC,B_PERMIT_NUM,B_SEX_CODE,B_SPECIES_ID,B_SPECIES_NAME,B_STATE_CODE,BAND_NUM,BANDING_DATE,BANDING_DAY,BANDING_MONTH,BANDING_YEAR,BEARING,DISTANCE,E_10_MIN_BLOCK,E_REGION,E_CAPTURE_TIME,E_CERTIFICATE_FLAG,E_CERTIFICATE_LANGUAGE,E_COMMENTS,E_COORD_PRECISION,E_COUNTRY_CODE,E_COUNTY_CODE,E_CREATE_DATE,E_CREATE_MONTH,E_CREATE_YEAR,E_DIRECTION_CODE,E_ENC_COUNTY_ORIGINAL,E_FLYWAY_CODE,E_HOW_CAPTURED,E_HOW_OBTAINED_CODE,E_LAT_10_MIN_BLK,E_LAT_DECIMAL_DEGREES,E_LOCATION_DESCRIPTION,E_LOCATION_ID,E_LON_10_MIN_BLK,E_LON_DECIMAL_DEGREES,E_MARKER_LONG_DESC,E_PLACE_NAME,E_PRESENT_CONDITION_CODE,E_REPORT_LOCATION_CHOICE,E_SPECIES_NAME,E_STATE_CODE,E_WHO_OBTAINED_CODE,E_WHY_REPORTED_CODE,ENC_PERMIT,ENCOUNTER_DATE,ENCOUNTER_DAY,ENCOUNTER_MONTH,ENCOUNTER_YEAR,HSS,MIN_AGE_AT_ENC,ORIGINAL_BAND,OTHER_BANDS,SAME_10_MIN_BLOCK
,4140695,2,47,2,0,82,3,Mod spp from REKN/2340 --jsm,1,US,0,19,1,FF,cannon net,NA,414,41.70833,"1 mi S from Chatham(North Beach Island), Barnstable County Massachusetts, United States (Bandit ID: NBI)",308211,695,-69.925,"LEG FLAG, LEFT LEG ABOVE THE JOINT: NNC WHITE ON DARK GREEN; RADIO TRANSMITTER (GLUE TO SKIN OR FEATHERS);",6957,0,2341,Rufa Red Knot,25,133264777,9/1/2016,1,9,2016,SW,844.8,3230800,80,,E,E,Band number auto-assigned.,0,US,19,4/4/2020,4,2020,0,19,1,,29,323,32.5659,,,800,-80.15869,LEFT LEG FLAG: NNC WHITE ON DARK GREEN; ,Seabrook Island,7,M,RUFA RED KNOT,45,21,13,,4/1/2020,1,4,2020,4,3.83,133264777,,N
,4140695,2,47,2,0,82,3,Mod spp from REKN/2340 --jsm,1,US,0,19,1,FF,cannon net,NA,414,41.70833,"1 mi S from Chatham(North Beach Island), Barnstable County Massachusetts, United States (Bandit ID: NBI)",308211,695,-69.925,"LEG FLAG, LEFT LEG ABOVE THE JOINT: NNC WHITE ON DARK GREEN; RADIO TRANSMITTER (GLUE TO SKIN OR FEATHERS);",6957,0,2341,Rufa Red Knot,25,133264777,9/1/2016,1,9,2016,SW,1065.7,2900805,25,,E,E,Enc created from Marker ID#: 239127; ;,0,US,127,2/19/2019,2,2019,0,127,1,,29,290,29.12555,,,805,-80.95389,LEFT LEG BAND #1: NNC WHITE ON DARK GREEN; ,Wilbur-by-the-Sea,13,C3,Red Knot,12,21,13,,2/1/2019,1,2,2019,3,2.67,133264777,,N
,4140695,2,47,2,0,82,3,Mod spp from REKN/2340 --jsm,1,US,0,19,1,FF,cannon net,NA,414,41.70833,"1 mi S from Chatham(North Beach Island), Barnstable County Massachusetts, United States (Bandit ID: NBI)",308211,695,-69.925,"LEG FLAG, LEFT LEG ABOVE THE JOINT: NNC WHITE ON DARK GREEN; RADIO TRANSMITTER (GLUE TO SKIN OR FEATHERS);",6957,0,2341,Rufa Red Knot,25,133264777,9/1/2016,1,9,2016,SW,1063.5,2910805,25,,N,E,Enc created from Marker ID#: 231719; ;,0,US,127,2/15/2019,2,2019,0,127,1,,29,291,29.17873,,,805,-80.98243,LEFT LEG BAND #1: NNC WHITE ON DARK GREEN; ,Daytona Beach Shores,13,M,Red Knot,12,21,13,,1/2/2017,2,1,2017,1,0.58,133264777,,N
,4140695,2,47,2,0,82,3,Mod spp from REKN/2340 --jsm,1,US,0,19,1,FF,cannon net,NA,414,41.70833,"1 mi S from Chatham(North Beach Island), Barnstable County Massachusetts, United States (Bandit ID: NBI)",308211,695,-69.925,"LEG FLAG, LEFT LEG ABOVE THE JOINT: NNK WHITE ON DARK GREEN; RADIO TRANSMITTER (GLUE TO SKIN OR FEATHERS);",6957,0,2341,Rufa Red Knot,25,133264781,9/1/2016,1,9,2016,SW,1256.2,2620815,25,,E,E,Enc created from Marker ID#: 202547; ;,0,US,71,12/6/2017,12,2017,0,71,1,,29,262,26.40841,,,815,-81.89953,LEFT LEG FLAG: NNK WHITE ON DARK GREEN; ,Coconut,13,C3,Red Knot,12,21,13,,11/28/2017,28,11,2017,2,1.42,133264781,,N
,4140695,2,47,2,0,82,3,Mod spp from REKN/2340 --jsm,1,US,0,19,1,FF,cannon net,NA,414,41.70833,"1 mi S from Chatham(North Beach Island), Barnstable County Massachusetts, United States (Bandit ID: NBI)",308211,695,-69.925,"LEG FLAG, LEFT LEG ABOVE THE JOINT: NNK WHITE ON DARK GREEN; RADIO TRANSMITTER (GLUE TO SKIN OR FEATHERS);",6957,0,2341,Rufa Red Knot,25,133264781,9/1/2016,1,9,2016,SW,843.9,3230800,80,,E,E,Band number auto-assigned.,0,US,19,3/20/2020,3,2020,0,19,1,,29,323,32.57602,,,800,-80.14985,LEFT LEG BAND #1: SILVER; LEFT LEG FLAG: NNK WHITE ON DARK GREEN; ,Seabrook Island,7,M,RUFA RED KNOT,45,21,13,,3/19/2020,19,3,2020,4,3.75,133264781,,N
,4140695,2,47,2,0,82,3,Mod spp from REKN/2340 --jsm,1,US,0,19,1,FF,cannon net,NA,414,41.70833,"1 mi S from Chatham(North Beach Island), Barnstable County Massachusetts, United States (Bandit ID: NBI)",308211,695,-69.925,"LEG FLAG, LEFT LEG ABOVE THE JOINT: NNX WHITE ON DARK GREEN; RADIO TRANSMITTER (GLUE TO SKIN OR FEATHERS);",6957,0,2341,Rufa Red Knot,25,133264788,9/1/2016,1,9,2016,SW,623.4,3430770,63,,E,E,Enc created from Marker ID#: 213203; ;;;,0,US,31,3/28/2018,3,2018,0,31,1,,29,343,34.64518,Western end of town near Bogue Inlet,,770,-77.09429,LEFT LEG FLAG: NNX WHITE ON GREEN; ,Point Emerald Villas,13,DM,Red Knot,37,21,13,,3/25/2018,25,3,2018,2,1.75,133264788,,N
,4140695,2,47,2,0,82,3,Mod spp from REKN/2340 --jsm,1,US,0,19,1,FF,cannon net,NA,414,41.70833,"1 mi S from Chatham(North Beach Island), Barnstable County Massachusetts, United States (Bandit ID: NBI)",308211,695,-69.925,"LEG FLAG, LEFT LEG ABOVE THE JOINT: MPJ WHITE ON DARK GREEN;",6957,0,2341,Rufa Red Knot,25,133264836,10/4/2016,4,10,2016,SW,1283.1,2550814,25,,E,E,Enc created from Marker ID#: 92751; ;;;,0,US,21,7/18/2017,7,2017,0,21,1,,29,255,25.85432,,,814,-81.68523,LEG FLAG: MPJ WHITE ON DARK GREEN; ,Marco,13,M,Red Knot,12,21,13,,2/20/2017,20,2,2017,1,0.67,133264836,,N
,4140695,2,47,2,0,82,3,Mod spp from REKN/2340 --jsm,1,US,0,19,1,FF,cannon net,NA,414,41.70833,"1 mi S from Chatham(North Beach Island), Barnstable County Massachusetts, United States (Bandit ID: NBI)",308211,695,-69.925,"DATA LOGGER/GEOLOCATOR (LEG ATTACHMENT); LEG FLAG, LEFT LEG ABOVE THE JOINT: MPN WHITE ON DARK GREEN;",6957,0,2341,Rufa Red Knot,25,133264840,10/4/2016,4,10,2016,SW,1005.2,3020812,25,,N,E,"Enc created from Marker ID#: 239639; ; Likely leg flag instead of colored leg band, SCP.",0,US,31,2/28/2019,2,2019,0,31,1,,29,302,30.45707,Little Talbot Island State Park,,812,-81.41016,LEFT LEG BAND #1: MPN WHITE ON GREEN; DATA LOGGER ON LEG; ,Cedar Point,7,WM,Red Knot,12,21,13,,2/7/2019,7,2,2019,3,2.67,133264840,,N
,4140695,2,47,2,0,82,3,Mod spp from REKN/2340 --jsm,1,US,0,19,1,FF,cannon net,NA,414,41.70833,"1 mi S from Chatham(North Beach Island), Barnstable County Massachusetts, United States (Bandit ID: NBI)",308211,695,-69.925,"LEG FLAG, LEFT LEG ABOVE THE JOINT: MPT WHITE ON DARK GREEN;",6957,0,2341,Rufa Red Knot,25,133264842,10/4/2016,4,10,2016,SW,1068.1,2900805,25,,E,E,Enc created from Marker ID#: 95153; ;;,0,US,127,7/18/2017,7,2017,0,127,1,,29,290,29.06941,,,805,-80.92689,LEFT LEG FLAG: MPT WHITE ON GREEN; ,Ponce Inlet,13,M,Red Knot,12,21,13,,3/12/2017,12,3,2017,1,0.75,133264842,,N
,4140695,2,47,2,0,82,3,Mod spp from REKN/2340 --jsm,1,US,0,19,1,FF,cannon net,NA,414,41.70833,"1 mi S from Chatham(North Beach Island), Barnstable County Massachusetts, United States (Bandit ID: NBI)",308211,695,-69.925,"DATA LOGGER/GEOLOCATOR (LEG ATTACHMENT); LEG FLAG, LEFT LEG ABOVE THE JOINT: MTC WHITE ON DARK GREEN;",6957,0,2341,Rufa Red Knot,25,133264848,10/4/2016,4,10,2016,SW,843.6,3230800,80,,E,E,Enc created from Marker ID#: 283405;,0,US,19,3/19/2020,3,2020,0,19,1,,29,323,32.58051,,,800,-80.14796,LEFT LEG FLAG: MTC WHITE ON GREEN; ,Seabrook Island,7,M,RED KNOT,45,21,13,,3/17/2020,17,3,2020,4,3.75,133264848,,N
,4140695,2,47,2,0,82,3,Mod spp from REKN/2340 --jsm,1,US,0,19,1,FF,cannon net,NA,414,41.70833,"1 mi S from Chatham(North Beach Island), Barnstable County Massachusetts, United States (Bandit ID: NBI)",308211,695,-69.925,"LEG FLAG, LEFT LEG ABOVE THE JOINT: MTE WHITE ON DARK GREEN;",6957,0,2341,Rufa Red Knot,25,133264849,10/4/2016,4,10,2016,SW,1007.5,3020812,25,,E,E,Enc created from Marker ID#: 92847; ;,0,US,31,7/18/2017,7,2017,0,31,1,,29,302,30.41267,Huguenot Memorial Park,,812,-81.4062,LEFT LEG FLAG: MTE WHITE ON DARK GREEN; ,Atlantic Beach,13,WM,Red Knot,12,21,13,,2/21/2017,21,2,2017,1,0.67,133264849,,N
,3900752,6,21,2,0,11,3,,10,US,0,1,1,,,,390,39.08333,"BOWERS, Delaware, United States",44191,752,-75.41667,,23332,0,2341,Rufa Red Knot,10,94269008,5/30/2004,30,5,2004,SSW,877.7,2750825,25,,E,E,Enc created from Marker ID#: 222609; ;;;;,11,US,103,10/4/2018,10,2018,0,103,1,,29,275,27.96697,Sand Key Clearwater Beach,,825,-82.83945,LEG FLAG: CPN WHITE ON LIGHT GREEN; ,Clearwater Beach,13,D,Red Knot,12,21,13,,8/18/2018,18,8,2018,15,16.17,94269008,,N
,3900752,6,21,2,0,11,3,,10,US,0,1,1,,,,390,39.08333,"BOWERS, Delaware, United States",44191,752,-75.41667,,23332,0,2341,Rufa Red Knot,10,94269120,5/30/2004,30,5,2004,SSW,906.6,2720824,25,,E,E,Enc created from Marker ID#: 209181;  band number per bander aux marker file;;,0,US,81,2/23/2018,2,2018,0,81,1,,29,272,27.43167,,,824,-82.68548,LEFT LEG BAND #1: EJK BLACK ON LIGHT GREEN; ,Whitney Beach,13,C3,Red Knot,12,21,13,,2/8/2018,8,2,2018,14,15.67,94269120,,N
,3910751,6,59,2,0,50,3,,10,US,0,1,1,,,,391,39.25,"BEN DAVIS PT, Cumberland County New Jersey, United States",8867,751,-75.25,,22803,0,2341,Rufa Red Knot,34,117269703,5/18/2004,18,5,2004,SSW,513.3,3240794,80,,E,E,Enc created from Marker ID#: 244833; nearly a longevity record --jsm;,0,US,19,4/1/2019,4,2019,0,19,1,,29,324,32.78311,,,794,-79.79169,LEFT LEG BAND #1: ? MISCELLANEOUS ON MAGENTA; LEFT LEG FLAG: = A U BLACK ON LIGHT GREEN; ,Isle of Palms,13,M,Red Knot,45,21,13,,3/26/2019,26,3,2019,15,16.75,117269703,,N
,3910751,6,59,2,0,50,3,,10,US,0,1,1,,,,391,39.25,"BEN DAVIS PT, Cumberland County New Jersey, United States",8867,751,-75.25,,22803,0,2341,Rufa Red Knot,34,117269703,5/18/2004,18,5,2004,SSW,926.3,2710823,25,,E,E,"Enc created from Marker ID#: 241187; multiple reports of this bird in winter 2019, nearly a longevity record --jsm;",0,US,115,2/28/2019,2,2019,0,115,1,,29,271,27.29731,"Ted Sperling Park,South Lido Beach",,823,-82.5691,LEFT LEG FLAG: =AU BLACK ON LIGHT GREEN; ,Bailey Hall,13,DM,Red Knot,12,21,13,,2/4/2019,4,2,2019,15,16.67,117269703,,N
,3910751,6,59,2,0,50,3,,10,US,0,1,1,,,,391,39.25,"BEN DAVIS PT, Cumberland County New Jersey, United States",8867,751,-75.25,,22803,0,2341,Rufa Red Knot,34,117269703,5/18/2004,18,5,2004,SSW,925.4,2710823,25,,E,E,Enc created from Marker ID#: 244129;;;,0,US,115,5/13/2019,5,2019,0,115,1,,29,271,27.31916,,,823,-82.58645,LEFT LEG BAND #1: RED; LEFT LEG BAND #2: SILVER; RIGHT LEG FLAG: =AU BLACK ON LIGHT GREEN; ,Siesta Key,7,,Red Knot,12,21,13,,3/22/2019,22,3,2019,15,16.75,117269703,,N
,3910751,6,59,2,0,50,3,,10,US,0,1,1,,,,391,39.25,"BEN DAVIS PT, Cumberland County New Jersey, United States",8867,751,-75.25,,22803,0,2341,Rufa Red Knot,34,117269760,5/25/2004,25,5,2004,SSW,921,2720824,25,,E,E,Enc created from Marker ID#: 209173; ;;,0,US,81,2/23/2018,2,2018,0,81,1,,29,272,27.43167,,,824,-82.68548,LEFT LEG BAND #1: MUY BLACK ON LIGHT GREEN; ,Whitney Beach,13,C3,Red Knot,12,21,13,,2/8/2018,8,2,2018,14,15.67,117269760,,N
,3910751,6,59,2,0,50,3,,10,US,0,1,1,,,,391,39.25,"BEN DAVIS PT, Cumberland County New Jersey, United States",8867,751,-75.25,,22803,0,2341,Rufa Red Knot,34,117269760,5/25/2004,25,5,2004,SSW,892.1,2750825,25,,E,E,Enc created from Marker ID#: 222605; ;;;;,11,US,103,10/4/2018,10,2018,0,103,1,,29,275,27.96697,Sand Key Clearwater Beach,,825,-82.83945,LEG FLAG: MUY WHITE ON LIGHT GREEN; ,Clearwater Beach,13,D,Red Knot,12,21,13,,8/17/2018,17,8,2018,15,16.17,117269760,,N
,3910751,6,59,2,0,50,3,,10,US,0,1,1,,,,391,39.25,"BEN DAVIS PT, Cumberland County New Jersey, United States",8867,751,-75.25,,22803,0,2341,Rufa Red Knot,34,117269916,5/25/2004,25,5,2004,ENE,50.6,3920742,59,,E,E,Enc created from Marker ID#: 222199;  band number per bander aux marker file;;;;,0,US,1,8/23/2018,8,2018,0,1,1,,29,392,39.43539,Brigantine Natural Area,,742,-74.33405,LEG FLAG: MLE BLACK ON LIGHT GREEN; ,Brigantine,13,W,Rufa Red Knot,34,21,13,,8/18/2018,18,8,2018,15,16.17,117269916,,N
,4050645,5,5,2,0,50,3,Species modified per data conversion of 03/06/2015,10,AR,2,1,8,,,,405,-40.91667,"RIO NEGRO, Argentina",42570,645,-64.91667,,10662,0,2341,Rufa Red Knot,0,982202789,3/20/1998,20,3,1998,N,5553.4,3850751,21,,E,E,,0,US,5,6/2/2019,6,2019,0,5,1,,52,385,38.95196,,,751,-75.31426,RIGHT LEG FLAG: ORANGE; ,Mispillion Light,13,M,Rufa Red Knot,10,23,7,,6/1/2019,1,6,2019,21,22,982202789,,N
,3900745,6,59,2,0,50,3,,10,US,0,1,1,,,,390,39.08333,"GOSHEN, Cape May County New Jersey, United States",58810,745,-74.91667,,22803,0,2341,Rufa Red Knot,34,982253606,5/11/1999,11,5,1999,SSE,4995.2,2920494,10,,E,S,mod pres cond per remarks --jsm;;,11,BR,0,2/28/2018,2,2018,2,0,8,,98,292,-29.35,El anillo fue encontrado en la oficina del Refúgio de Vida Silvestre Ilha dos Lobos.,,494,-49.73333,,Torres,2,D,Desconocido,23,22,7,,,78,2,2018,99,,982253606,,N
,3850751,6,21,2,0,50,3,Applied ISC 23332_201409111302B; M,1,US,0,1,1,,,,385,38.94167,"Slaughter Beach(Mispillion Harbor - Point Beach), Kent County Delaware, United States (Bandit ID: MISP_PT)",270080,751,-75.30833,PLASTIC COLOR LEG BAND: KLJ BLACK ON GREEN;,23332,0,2341,Rufa Red Knot,10,117271236,5/22/2006,22,5,2006,ENE,25.7,3900745,59,,E,E,Enc created from Marker ID#: 190375;  marker confirmed by photo;;; corrected band # per marker;,0,US,9,5/19/2017,5,2017,0,9,1,,29,390,39.125,,,745,-74.89057,LEFT LEG FLAG: KLJ BLACK ON LIGHT GREEN; ,Reeds Beach,13,M,Red Knot,34,21,13,,5/16/2017,16,5,2017,11,12.92,117271236,,N
,2620820,1,25,2,0,50,3,,10,US,0,25,1,,,,262,26.41667,"1314 Sea Spray Ln. Sanibel Island, Florida, United States",60906,820,-82.08333,"COLOR LEG BAND, LEFT LEG: BLUE; LEG FLAG, RIGHT LEG: BLACK ON LIME; FEDERAL METAL BAND, RIGHT LEG;",22803,0,2341,Rufa Red Knot,12,117298005,1/1/2007,1,1,2007,NNW,93.5,2730824,25,,E,E,Enc created from Marker ID#: 189431; ;;;,0,US,103,5/16/2017,5,2017,0,103,1,,29,273,27.63775,,,824,-82.73999,LEFT LEG BAND #1: LIGHT BLUE; RIGHT LEG FLAG: KV4 BLACK ON LIGHT GREEN; ,Fort De Soto,7,M,Red Knot,12,21,13,,4/26/2017,26,4,2017,10,10.83,117298005,,N
,2620820,1,25,2,0,50,3,,10,US,0,69,1,,,,262,26.41667,"1314 Sea Spray Ln. Sanibel Island, Florida, United States",60906,820,-82.08333,"LEG FLAG, RIGHT LEG;",22803,0,2341,Rufa Red Knot,12,117298039,1/1/2007,1,1,2007,E,11.4,2620815,25,,E,E,Enc created from Marker ID#: 202545;  band number per bander aux marker file;;;,0,US,71,12/6/2017,12,2017,0,71,1,,29,262,26.40841,,,815,-81.89953,RIGHT LEG FLAG: PY4 MISCELLANEOUS ON LIGHT GREEN; ,Coconut,13,C3,Red Knot,12,21,13,,11/28/2017,28,11,2017,11,11.42,117298039,,N
,3900744,5,59,2,0,50,3,,10,US,0,25,1,,,,390,39.08333,"STONE HARBOR, New Jersey, United States",30324,744,-74.75,"LEG FLAG, LEFT LEG: BLACK ON LIME; COLOR LEG BAND, RIGHT LEG: YELLOW; FEDERAL METAL BAND, RIGHT LEG;",22803,0,2341,Rufa Red Knot,34,117276442,8/25/2005,25,8,2005,SSW,968.9,2630821,25,,E,E,"Enc created from Marker ID#: 241711;  Code in photo looks more like THV, which has a band number match, than THW, which does not, to me.  SCP;;;",0,US,71,3/1/2019,3,2019,0,71,1,,29,263,26.50739,Beach on gulf side about a quarter mile south of  Tween Waters resort.,,821,-82.18994,RIGHT LEG BAND #1: YELLOW; LEFT LEG FLAG: THW MISCELLANEOUS ON GREEN; ,Captiva,13,DM,Red Knot,12,21,13,,2/28/2019,28,2,2019,14,14.67,117276442,,N
,2620820,1,25,2,0,50,3,,10,US,0,69,1,,,,262,26.41667,"1314 Sea Spray Ln. Sanibel Island, Florida, United States",60906,820,-82.08333,"LEG FLAG, RIGHT LEG;",22803,0,2341,Rufa Red Knot,12,117298306,1/1/2007,1,1,2007,ENE,1.4,2620820,25,,E,E,Photos on file show entire fed band #--CSH;,0,US,71,1/20/2020,1,2020,0,71,1,,52,262,26.42539,,,820,-82.06339,RIGHT LEG FLAG: TT5 MISCELLANEOUS ON LIGHT GREEN; ,Ybel,7,M,RED KNOT,12,21,7,,1/17/2020,17,1,2020,13,13.58,117298306,,Y
,3910751,5,59,2,0,53,3,,1,US,0,25,1,,,,391,39.275,"Gandys Beach- SW of Newport, Cumberland County New Jersey, United States",63180,751,-75.24167,MISC.;,22803,0,2341,Rufa Red Knot,34,128200289,6/3/2007,3,6,2007,S,289.2,3500755,63,,E,E,Enc created from Marker ID#: 189765;  likely light green flag. ;;,0,US,95,8/23/2017,8,2017,0,95,1,,29,350,35.1215,,,755,-75.92611,LEG FLAG: KC9 WHITE ON LIGHT GREEN; ,Widgen Woods,7,M,Red Knot,37,22,13,,4/23/2017,23,4,2017,10,10.83,128200289,,N
,2750825,1,25,2,0,54,3,"added duplicate flag code remark per email from 06658 9/9/13, MR",1,US,0,69,1,,,,275,27.85833,"Indian Shores Beach, Pinellas County Florida, United States",47606,825,-82.84167,LEG FLAG: H2Y BLACK ON LIGHT GREEN;,21980,0,2341,Rufa Red Knot,12,126204161,2/27/2009,27,2,2009,SSE,37.4,2720823,25,,E,E,,0,US,81,10/4/2018,10,2018,0,81,1,,3,272,27.35469,,,823,-82.61611,RIGHT LEG FLAG: H2Y MISCELLANEOUS ON LIGHT GREEN; ,Ballentine Manor,10,M,Red Knot,12,21,7,,10/2/2018,2,10,2018,10,10.33,126204161,,N
,2750825,1,25,2,0,54,3,,1,US,0,69,1,,,,275,27.85833,"Indian Shores Beach, Pinellas County Florida, United States",47606,825,-82.84167,LEG FLAG: VA6 BLACK ON LIGHT GREEN;,21980,0,2341,Rufa Red Knot,12,126204011,1/6/2009,6,1,2009,SSE,3.3,2740824,25,,E,E,Enc created from Marker ID#: 95409;  marker confirmed by photo;,0,US,103,5/9/2017,5,2017,0,103,1,,29,274,27.81422,,,824,-82.82111,RIGHT LEG FLAG: VA6 BLACK ON LIGHT GREEN; ,North Redington Beach,13,M,Red Knot,12,21,13,,2/15/2017,15,2,2017,8,8.67,126204011,,N
,3850751,6,21,2,0,82,3,Applied ISC 23332_201409111302B; M,1,US,0,69,1,1,,,385,38.94167,"Slaughter Beach(Beaches in Mispillion Harbor, 4 km N of Slaughter Beach), Kent County Delaware, United States (Bandit ID: MISPILL)",293053,751,-75.30833,LEG FLAG: P4J BLACK ON LIGHT GREEN;,23332,0,2341,Rufa Red Knot,10,133216221,5/27/2009,27,5,2009,S,258.4,3510754,63,,E,E,Enc created from Marker ID#: 263007;;,0,US,55,11/13/2019,11,2019,0,55,1,,29,351,35.21118,,,754,-75.68245,LEFT LEG FLAG: P4J MISCELLANEOUS ON LIGHT GREEN; ,Hatteras,13,C3,Red Knot,37,21,13,,11/10/2019,10,11,2019,11,12.42,133216221,,N
,3850751,6,21,2,0,50,3,Applied ISC 23332_201409111302B; M,1,US,0,25,1,1,,,385,38.94167,"Slaughter Beach(Beaches in Mispillion Harbor, 4 km N of Slaughter Beach), Kent County Delaware, United States (Bandit ID: MISPILL)",293053,751,-75.30833,LEG FLAG: L6V BLACK ON LIGHT GREEN;,23332,0,2341,Rufa Red Knot,10,117271147,5/15/2009,15,5,2009,ENE,25.5,3900745,59,,E,E,marker confirmed by photo,11,US,9,5/22/2017,5,2017,0,9,1,,29,390,39.11706,,,745,-74.891,LEG FLAG: L6V BLACK ON LIGHT GREEN,Reeds Beach,7,,Rufa Red Knot,34,21,13,,5/18/2017,18,5,2017,8,9.92,117271147,,N
,4130695,1,47,2A,0,82,3,,0,US,0,69,1,1,,X,413,41.61556,"Monomoy Island, Barnstable County Massachusetts, United States",72825,695,-69.99972,LEG FLAG: 091 BLACK ON LIGHT GREEN;,6957,0,2341,Rufa Red Knot,25,132212697,9/2/2009,2,9,2009,WSW,211.4,4030735,61,,E,E,Band number auto-assigned.;,11,US,81,1/27/2018,1,2018,0,81,1,,29,403,40.61483,Jamaica Bay Wildlife Refuge,,735,-73.8418,LEFT LEG FLAG: 091 BLACK ON LIGHT GREEN; ,,13,W,Rufa Red Knot,36,21,13,,5/24/2017,24,5,2017,8,8.92,132212697,,N
,3900745,6,59,2,0,82,3,,10,US,0,69,1,,,,390,39.08333,"GOSHEN, Cape May County New Jersey, United States",58810,745,-74.91667,LEG FLAG: 6MT BLACK ON LIGHT GREEN;,22803,0,2341,Rufa Red Knot,34,133215254,5/26/2009,26,5,2009,NNE,3.3,3900745,59,,E,E,Enc created from Marker ID#: 190681;  likely light green flag color;,0,US,9,8/23/2017,8,2017,0,9,1,,29,390,39.12689,,,745,-74.89169,LEFT LEG FLAG: 6MT BLACK ON YELLOW; ,Reeds Beach,13,M,Rufa Red Knot,34,21,13,,5/19/2017,19,5,2017,8,9.92,133215254,,Y
,3220802,1,80,2,0,82,3,,0,US,0,69,1,,,,322,32.39861,"13 E Beaufort, Beaufort County South Carolina, United States",207783,802,-80.42972,LEG FLAG: 1C1 BLACK ON LIGHT GREEN;,23619,0,2341,Rufa Red Knot,45,133226269,10/18/2011,18,10,2011,NE,21.1,3230800,80,,E,E,Enc created from Marker ID#: 212153; ;;,11,US,19,3/28/2018,3,2018,0,0,1,,29,323,32.57713,,,800,-80.13637,LEFT LEG BAND #2: 1C1 BLACK ON LIGHT GREEN; ,Seabrook Island,13,M,Red Knot,45,21,13,,3/11/2018,11,3,2018,7,7.75,133226269,,N
,3220802,1,80,2,0,82,3,,0,US,0,69,1,,,,322,32.39861,"13 E Beaufort, Beaufort County South Carolina, United States",207783,802,-80.42972,LEG FLAG: 5A1 BLACK ON LIGHT GREEN;,23619,0,2341,Rufa Red Knot,45,133226351,10/18/2011,18,10,2011,NE,20.7,3230800,80,,E,E,Enc created from Marker ID#: 283421;,0,US,19,3/18/2020,3,2020,0,19,1,,29,323,32.58079,,,800,-80.14727,LEFT LEG BAND #1: SILVER; LEFT LEG FLAG: 5A1 BLACK ON LIGHT GREEN; ,Seabrook Island,7,M,RED KNOT,45,21,13,,3/17/2020,17,3,2020,9,9.75,133226351,,N
,3220802,1,80,2,0,82,3,,0,US,0,69,1,,,,322,32.39861,"13 E Beaufort, Beaufort County South Carolina, United States",207783,802,-80.42972,LEG FLAG: 6A6 BLACK ON LIGHT GREEN;,23619,0,2341,Rufa Red Knot,45,133226367,10/18/2011,18,10,2011,NE,19.5,3230800,80,,E,E,Band number auto-assigned.,0,US,19,4/4/2020,4,2020,0,19,1,,29,323,32.56582,,,800,-80.15893,LEFT LEG FLAG: 6A6 BLACK ON LIGHT GREEN; ,Seabrook Island,7,M,RUFA RED KNOT,45,21,13,,4/1/2020,1,4,2020,9,9.83,133226367,,N
,3220802,1,80,2,0,82,3,,0,US,0,69,1,,,,322,32.39861,"13 E Beaufort, Beaufort County South Carolina, United States",207783,802,-80.42972,LEG FLAG: 7A5 BLACK ON LIGHT GREEN;,23619,0,2341,Rufa Red Knot,45,133226376,10/18/2011,18,10,2011,ENE,30.6,3230795,80,,E,E,Enc created from Marker ID#: 282455;;,0,US,19,4/9/2020,4,2020,0,19,1,,29,323,32.6315,,,795,-79.98321,LEFT LEG BAND #1: 7A5 WHITE ON LIGHT GREEN; ,Folly Beach,13,C3M,RED KNOT,45,21,13,,2/5/2020,5,2,2020,9,9.67,133226376,,N
,3220802,1,80,2,0,82,3,,0,US,0,69,1,,,,322,32.39861,"13 E Beaufort, Beaufort County South Carolina, United States",207783,802,-80.42972,LEG FLAG: 9A8 BLACK ON LIGHT GREEN;,23619,0,2341,Rufa Red Knot,45,133226389,10/18/2011,18,10,2011,NE,19.5,3230800,80,,E,E,Band number auto-assigned.,0,US,19,4/4/2020,4,2020,0,19,1,,29,323,32.56582,,,800,-80.15893,LEFT LEG FLAG: 9A8 BLACK ON LIGHT GREEN; ,Seabrook Island,7,M,RUFA RED KNOT,45,21,13,,4/1/2020,1,4,2020,9,9.83,133226389,,N
